0.0,0.0
0.05,0.031412742382271465
0.1,0.06592592592599995
0.15000000000000002,0.10401384084122466
0.2,0.14625000038399996
0.25,0.19333333969116206
0.30000000000000004,0.24612251405400026
0.35000000000000003,0.30568095326208433
0.4,0.3733361295360005
0.45,0.4507574781864904
0.5,0.5400585937499995
0.55,0.643930731219381
0.6000000000000001,0.7658162933759999
0.65,0.9101329023982555
0.7000000000000001,1.0825608581340012
0.75,1.2904092979431148
0.8,1.5430792151040003
0.8500000000000001,1.852644685696459
0.9,2.2345772188860016
0.9500000000000001,2.7086421039032875
